"CellID"	"Plate"	"Well"	"Type"
"21698_6_367"	"0868"	"P07"	"HCC10"
"21698_6_368"	"0868"	"P08"	"HCC10"
"21698_6_369"	"0868"	"P09"	"CCA1"
"21698_6_370"	"0868"	"P10"	"CCA1"
"21698_6_371"	"0868"	"P11"	"CCA1"
"21698_6_372"	"0868"	"P12"	"CCA1"
"21698_6_373"	"0868"	"P13"	"CCA1"
"21698_6_374"	"0868"	"P14"	"CCA1"
"21698_6_375"	"0868"	"P15"	"CCA1"
"21698_6_376"	"0868"	"P16"	"CCA1"
"21698_6_377"	"0868"	"P17"	"HCC6"
"21698_6_378"	"0868"	"P18"	"HCC6"
"21698_6_379"	"0868"	"P19"	"HCC6"
"21698_6_380"	"0868"	"P20"	"HCC6"
"21698_6_381"	"0868"	"P21"	"no" "cells"
"21698_6_382"	"0868"	"P22"	"no" "cells"
"21698_6_383"	"0868"	"P23"	"no" "cells"
"21698_6_384"	"0868"	"P24"	"no" "cells"
